MANDT,VBELN,POSNR,ARKTX,NETWR,WAERK,ERDAT,ERZET,KUNNR_ANA
100,272,10,Laptop MTO- Production-10-Dlfy,70000.00,GBP,2025-12-12,01:12:51 PM,17100001
100,273,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2025-12-12,01:18:35 PM,17100001
100,274,10,Laptop MTO- Production-10-Dlfy,20000.00,GBP,2025-12-12,01:36:06 PM,17100001
100,275,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2025-12-15,10:24:13 AM,17100001
100,276,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2025-12-18,11:29:10 AM,17100001
100,277,10,Laptop MTO- Production-10-Dlfy,20000.00,GBP,2025-12-18,11:34:17 AM,17100001
100,278,10,Laptop MTO- Production-10-Dlfy,30000.00,GBP,2025-12-18,11:55:15 AM,17100001
100,279,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2025-12-22,09:01:35 AM,17100001
100,280,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2025-12-22,09:07:58 AM,17100001
100,281,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2025-12-22,10:40:25 AM,17100001
100,282,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2025-12-29,11:49:02 AM,17100001
100,283,10,Laptop MTO- Production-10-Dlfy,20000.00,GBP,2025-12-29,11:54:25 AM,17100001
100,284,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2025-12-30,10:17:43 AM,17100001
100,285,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2025-12-30,10:21:25 AM,17100001
100,286,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2025-12-31,10:50:58 AM,17100001
100,287,10,Laptop MTO- Production-10-Dlfy,20000.00,GBP,2025-12-31,10:55:08 AM,17100001
100,288,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-02,09:39:44 AM,17100001
100,289,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-02,09:49:41 AM,17100001
100,290,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-02,12:56:59 PM,17100001
100,291,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-02,01:03:06 PM,17100001
100,292,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-05,09:32:15 AM,17100001
100,293,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-05,09:42:14 AM,17100001
100,294,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-06,10:30:54 AM,17100001
100,295,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-06,12:28:47 PM,17100001
100,296,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-06,12:31:41 PM,17100001
100,297,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-06,12:50:53 PM,17100001
100,298,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-07,07:14:40 AM,17100001
100,299,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-07,07:19:37 AM,17100001
100,300,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-07,11:08:57 AM,17100001
100,301,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-07,11:15:25 AM,17100001
100,302,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-07,11:17:20 AM,17100001
100,303,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-09,09:19:14 AM,17100001
100,304,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-09,09:23:32 AM,17100001
100,305,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-12,08:38:58 AM,17100001
100,306,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-12,08:41:13 AM,17100001
100,307,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-12,08:48:08 AM,17100001
100,308,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-13,03:00:51 PM,17100001
100,309,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-13,03:25:17 PM,17100001
100,310,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-16,09:29:34 AM,17100001
100,311,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-16,09:33:01 AM,17100001
100,312,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-19,07:15:09 AM,17100001
100,313,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-19,07:19:08 AM,17100001
100,314,10,Laptop MTO- Production-10-Dlfy,100.00,GBP,2026-01-19,12:08:05 PM,17100001
100,316,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-19,02:56:16 PM,17100001
100,317,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-21,07:08:10 AM,17100001
100,318,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-21,07:11:36 AM,17100001
100,319,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-22,09:46:47 AM,17100001
100,320,10,Laptop MTO- Production-10-Dlfy,20000.00,GBP,2026-01-22,09:50:40 AM,17100001
100,321,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-23,07:34:14 AM,17100001
100,322,10,Laptop MTO- Production-10-Dlfy,20000.00,GBP,2026-01-23,07:37:35 AM,17100001
100,323,10,Laptop MTO- Production-10-Dlfy,30000.00,GBP,2026-01-23,07:40:51 AM,17100001
100,324,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-28,08:45:42 AM,17100001
100,325,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-01-28,08:50:31 AM,17100001
100,326,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-02-02,03:32:17 PM,17100001
100,327,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-02-02,03:37:09 PM,17100001
100,328,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-02-02,03:44:22 PM,17100001
100,329,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-02-05,09:44:29 AM,17100001
100,330,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-02-05,09:51:28 AM,17100001
100,331,10,Laptop MTO- Production-10-Dlfy,1000.00,GBP,2026-02-09,09:40:31 AM,17100001
100,332,10,Laptop MTO- Production-10-Dlfy,500.00,GBP,2026-02-09,09:56:57 AM,17100001
100,333,10,Laptop MTO- Production-10-Dlfy,500.00,GBP,2026-02-09,10:02:13 AM,17100001
100,334,10,Laptop MTO- Production-10-Dlfy,1000.00,GBP,2026-02-09,11:44:39 AM,17100001
100,335,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-02-09,12:12:29 PM,17100001
100,336,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-02-09,12:20:04 PM,17100001
100,337,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-02-10,08:38:31 AM,17100001
100,338,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-02-10,08:48:22 AM,17100001
100,339,10,Laptop MTO- Production-10-Dlfy,30000.00,GBP,2026-02-10,09:36:46 AM,17100001
100,340,10,Laptop MTO- Production-10-Dlfy,40000.00,GBP,2026-02-10,09:42:38 AM,17100001
100,341,10,Laptop MTO- Production-10-Dlfy,20000.00,GBP,2026-02-10,12:10:48 PM,17100001
100,342,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-02-10,01:02:20 PM,17100001
100,343,10,Laptop MTO- Production-10-Dlfy,20000.00,GBP,2026-02-10,01:17:08 PM,17100001
100,344,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-02-17,01:27:29 PM,17100001
100,345,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-02-19,08:50:59 AM,17100001
100,346,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-02-20,12:15:27 PM,17100001
100,347,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-02-23,11:57:18 AM,17100001
100,348,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-02-24,06:33:15 AM,17100001
100,349,10,Laptop MTO- Production-10-Dlfy,20000.00,GBP,2026-02-24,06:39:57 AM,17100001
100,350,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-03-23,01:58:26 PM,17100001
100,351,10,Laptop MTO- Production-10-Dlfy,10000.00,GBP,2026-03-23,02:08:10 PM,17100001
100,352,10,Laptop MTO- Production-10-Dlfy,20000.00,GBP,2026-03-24,07:00:41 AM,17100001
100,353,10,Laptop MTO- Production-10-Dlfy,20000.00,GBP,2026-03-24,07:07:40 AM,17100001
100,354,10,Laptop MTO- Production-10-Dlfy,480000.00,GBP,2026-03-24,07:19:14 AM,17100001
100,355,10,Laptop MTO- Production-10-Dlfy,480000.00,GBP,2026-03-24,08:03:22 AM,17100001
100,356,10,Laptop MTO- Production-10-Dlfy,490000.00,GBP,2026-03-24,08:05:06 AM,17100001
100,357,10,Laptop MTO- Production-10-Dlfy,570000.00,GBP,2026-03-24,08:06:36 AM,17100001
100,358,10,Laptop MTO- Production-10-Dlfy,530000.00,GBP,2026-03-24,08:08:04 AM,17100001
100,359,10,Laptop MTO- Production-10-Dlfy,510000.00,GBP,2026-03-24,08:09:22 AM,17100001
100,360,10,Laptop MTO- Production-10-Dlfy,480000.00,GBP,2026-03-24,08:11:35 AM,17100001
100,361,10,Laptop MTO- Production-10-Dlfy,500000.00,GBP,2026-03-24,09:43:40 AM,17100001
100,362,10,Laptop MTO- Production-10-Dlfy,550000.00,GBP,2026-03-24,09:46:23 AM,17100001
100,363,10,Laptop MTO- Production-10-Dlfy,580000.00,GBP,2026-03-24,09:48:19 AM,17100001
100,364,10,Laptop MTO- Production-10-Dlfy,600000.00,GBP,2026-03-24,09:49:23 AM,17100001
100,365,10,Laptop MTO- Production-10-Dlfy,550000.00,GBP,2026-03-24,09:50:42 AM,17100001
100,366,10,Laptop MTO- Production-10-Dlfy,100000.00,GBP,2026-03-24,12:47:50 PM,17100001
100,367,10,Laptop MTO- Production-10-Dlfy,90000.00,GBP,2026-03-24,12:51:03 PM,17100001
100,368,10,Laptop MTO- Production-10-Dlfy,80000.00,GBP,2026-03-24,12:54:27 PM,17100001
100,369,10,Laptop MTO- Production-10-Dlfy,70000.00,GBP,2026-03-24,12:57:01 PM,17100001
100,370,10,Laptop MTO- Production-10-Dlfy,60000.00,GBP,2026-03-24,01:02:29 PM,17100001
100,371,10,Laptop MTO- Production-10-Dlfy,100000.00,GBP,2026-03-24,01:09:18 PM,17100001
100,372,10,Laptop MTO- Production-10-Dlfy,120000.00,GBP,2026-03-24,01:11:00 PM,17100001
100,373,10,Laptop MTO- Production-10-Dlfy,130000.00,GBP,2026-03-24,01:12:26 PM,17100001
100,374,10,Laptop MTO- Production-10-Dlfy,140000.00,GBP,2026-03-24,01:14:03 PM,17100001
100,375,10,Laptop MTO- Production-10-Dlfy,150000.00,GBP,2026-03-24,01:15:36 PM,17100001
100,376,10,Laptop MTO- Production-10-Dlfy,160000.00,GBP,2026-03-24,01:16:38 PM,17100001
100,377,10,Laptop MTO- Production-10-Dlfy,170000.00,GBP,2026-03-24,01:17:36 PM,17100001
100,378,10,Laptop MTO- Production-10-Dlfy,190000.00,GBP,2026-03-24,01:18:34 PM,17100001
100,379,10,Laptop MTO- Production-10-Dlfy,100000.00,GBP,2026-03-24,01:20:47 PM,17100001
100,380,10,Laptop MTO- Production-10-Dlfy,110000.00,GBP,2026-03-24,01:23:32 PM,17100001
100,381,10,Laptop MTO- Production-10-Dlfy,100000.00,GBP,2026-03-25,07:36:35 AM,17100001
100,382,10,Laptop MTO- Production-10-Dlfy,90000.00,GBP,2026-03-25,07:38:12 AM,17100001
100,383,10,Laptop MTO- Production-10-Dlfy,80000.00,GBP,2026-03-25,07:43:20 AM,17100001
100,384,10,Laptop MTO- Production-10-Dlfy,70000.00,GBP,2026-03-25,07:54:13 AM,17100001
100,385,10,Laptop MTO- Production-10-Dlfy,60000.00,GBP,2026-03-25,07:57:38 AM,17100001
100,386,10,Laptop MTO- Production-10-Dlfy,110000.00,GBP,2026-03-25,07:59:49 AM,17100001
100,387,10,Laptop MTO- Production-10-Dlfy,120000.00,GBP,2026-03-25,08:04:32 AM,17100001
100,388,10,Laptop MTO- Production-10-Dlfy,130000.00,GBP,2026-03-25,08:05:39 AM,17100001
100,389,10,Laptop MTO- Production-10-Dlfy,140000.00,GBP,2026-03-25,08:06:42 AM,17100001
100,390,10,Laptop MTO- Production-10-Dlfy,150000.00,GBP,2026-03-25,08:07:52 AM,17100001
100,391,10,Laptop MTO- Production-10-Dlfy,160000.00,GBP,2026-03-25,08:08:42 AM,17100001
100,392,10,Laptop MTO- Production-10-Dlfy,170000.00,GBP,2026-03-25,08:09:43 AM,17100001
100,393,10,Laptop MTO- Production-10-Dlfy,180000.00,GBP,2026-03-25,08:10:42 AM,17100001
100,394,10,Laptop MTO- Production-10-Dlfy,190000.00,GBP,2026-03-25,08:14:38 AM,17100001
100,395,10,Laptop MTO- Production-10-Dlfy,200000.00,GBP,2026-03-25,08:16:26 AM,17100001
100,396,10,Laptop MTO- Production-10-Dlfy,100000.00,GBP,2026-03-25,03:21:45 PM,17100001
100,397,10,Laptop MTO- Production-10-Dlfy,110000.00,GBP,2026-03-25,03:23:34 PM,17100001
100,398,10,Laptop MTO- Production-10-Dlfy,120000.00,GBP,2026-03-25,03:24:27 PM,17100001
100,399,10,Laptop MTO- Production-10-Dlfy,480000.00,GBP,2026-03-25,03:26:24 PM,17100001
100,400,10,Laptop MTO- Production-10-Dlfy,130000.00,GBP,2026-03-25,03:28:21 PM,17100001
100,401,10,Laptop MTO- Production-10-Dlfy,570000.00,GBP,2026-03-25,03:30:43 PM,17100001
100,402,10,Laptop MTO- Production-10-Dlfy,530000.00,GBP,2026-03-26,05:36:40 AM,17100001
100,403,10,Laptop MTO- Production-10-Dlfy,510000.00,GBP,2026-03-26,05:41:04 AM,17100001
100,404,10,Laptop MTO- Production-10-Dlfy,480000.00,GBP,2026-03-26,05:44:42 AM,17100001
100,405,10,Laptop MTO- Production-10-Dlfy,500000.00,GBP,2026-03-26,05:47:24 AM,17100001
100,406,10,Laptop MTO- Production-10-Dlfy,550000.00,GBP,2026-03-26,05:49:15 AM,17100001
100,407,10,Laptop MTO- Production-10-Dlfy,580000.00,GBP,2026-03-26,05:51:32 AM,17100001
100,408,10,Laptop MTO- Production-10-Dlfy,600000.00,GBP,2026-03-26,05:57:25 AM,17100001
100,409,10,Laptop MTO- Production-10-Dlfy,550000.00,GBP,2026-03-26,05:59:58 AM,17100001
100,410,10,Laptop MTO- Production-10-Dlfy,100000.00,GBP,2026-03-26,08:36:09 AM,17100001
100,411,10,Laptop MTO- Production-10-Dlfy,90000.00,GBP,2026-03-26,08:59:32 AM,17100001
100,412,10,Laptop MTO- Production-10-Dlfy,80000.00,GBP,2026-03-26,09:13:15 AM,17100001
100,413,10,Laptop MTO- Production-10-Dlfy,70000.00,GBP,2026-03-26,09:18:41 AM,17100001
100,414,10,Laptop MTO- Production-10-Dlfy,60000.00,GBP,2026-03-26,09:33:13 AM,17100001
100,415,10,Laptop MTO- Production-10-Dlfy,300000.00,GBP,2026-03-26,09:41:32 AM,17100001
100,416,10,Laptop MTO- Production-10-Dlfy,400000.00,GBP,2026-03-26,09:42:52 AM,17100001
100,417,10,Laptop MTO- Production-10-Dlfy,500000.00,GBP,2026-03-26,09:44:25 AM,17100001
100,418,10,Laptop MTO- Production-10-Dlfy,120000.00,GBP,2026-03-26,09:49:24 AM,17100001
100,419,10,Laptop MTO- Production-10-Dlfy,320000.00,GBP,2026-03-26,09:51:15 AM,17100001
100,420,10,Laptop MTO- Production-10-Dlfy,1000.00,GBP,2026-04-08,12:14:11 PM,17100001
100,421,10,Laptop MTO- Production-10-Dlfy,1000.00,GBP,2026-04-09,06:35:52 AM,17100001
100,422,10,Laptop MTO- Production-10-Dlfy,90000.00,GBP,2026-04-17,09:13:47 AM,17100001
100,423,10,Laptop MTO- Production-10-Dlfy,80000.00,GBP,2026-04-17,09:24:56 AM,17100001
100,424,10,Laptop MTO- Production-10-Dlfy,70000.00,GBP,2026-04-17,09:31:21 AM,17100001
100,425,10,Laptop MTO- Production-10-Dlfy,60000.00,GBP,2026-04-17,09:36:53 AM,17100001
100,426,10,Laptop MTO- Production-10-Dlfy,50000.00,GBP,2026-04-17,09:48:05 AM,17100001
100,427,10,Laptop MTO- Production-10-Dlfy,160000.00,GBP,2026-04-17,09:54:57 AM,17100001
100,428,10,Laptop MTO- Production-10-Dlfy,170000.00,GBP,2026-04-17,09:57:19 AM,17100001
100,429,10,Laptop MTO- Production-10-Dlfy,180000.00,GBP,2026-04-17,09:59:52 AM,17100001
100,430,10,Laptop MTO- Production-10-Dlfy,190000.00,GBP,2026-04-17,10:02:02 AM,17100001
100,431,10,Laptop MTO- Production-10-Dlfy,200000.00,GBP,2026-04-17,10:04:27 AM,17100001
100,432,10,Laptop MTO- Production-10-Dlfy,210000.00,GBP,2026-04-17,10:07:42 AM,17100001
100,433,10,Laptop MTO- Production-10-Dlfy,90000.00,GBP,2026-04-17,10:17:07 AM,17100001
100,434,10,Laptop MTO- Production-10-Dlfy,80000.00,GBP,2026-04-17,11:43:54 AM,17100001
100,435,10,Laptop MTO- Production-10-Dlfy,70000.00,GBP,2026-04-17,11:50:17 AM,17100001
100,436,10,Laptop MTO- Production-10-Dlfy,60000.00,GBP,2026-04-17,11:57:04 AM,17100001
100,437,10,Laptop MTO- Production-10-Dlfy,50000.00,GBP,2026-04-17,12:02:17 PM,17100001
100,438,10,Laptop MTO- Production-10-Dlfy,160000.00,GBP,2026-04-17,12:08:20 PM,17100001
100,439,10,Laptop MTO- Production-10-Dlfy,210000.00,GBP,2026-04-17,12:11:31 PM,17100001
100,440,10,Laptop MTO- Production-10-Dlfy,220000.00,GBP,2026-04-17,12:15:57 PM,17100001
100,441,10,Laptop MTO- Production-10-Dlfy,230000.00,GBP,2026-04-17,12:21:52 PM,17100001
100,442,10,Laptop MTO- Production-10-Dlfy,240000.00,GBP,2026-04-17,12:25:12 PM,17100001
100,443,10,Laptop MTO- Production-10-Dlfy,60000.00,GBP,2026-04-17,01:14:54 PM,17100001
100,444,10,Laptop MTO- Production-10-Dlfy,90000.00,GBP,2026-04-20,10:58:59 AM,17100001
100,445,10,Laptop MTO- Production-10-Dlfy,80000.00,GBP,2026-04-20,11:08:13 AM,17100001
100,446,10,Laptop MTO- Production-10-Dlfy,70000.00,GBP,2026-04-20,11:13:15 AM,17100001
100,447,10,Laptop MTO- Production-10-Dlfy,60000.00,GBP,2026-04-20,11:17:03 AM,17100001
100,448,10,Laptop MTO- Production-10-Dlfy,190000.00,GBP,2026-04-20,11:23:59 AM,17100001
100,449,10,Laptop MTO- Production-10-Dlfy,430000.00,GBP,2026-04-20,11:27:21 AM,17100001
100,450,10,Laptop MTO- Production-10-Dlfy,160000.00,GBP,2026-04-20,11:29:34 AM,17100001
100,451,10,Laptop MTO- Production-10-Dlfy,210000.00,GBP,2026-04-20,11:31:26 AM,17100001
100,452,10,Laptop MTO- Production-10-Dlfy,50000.00,GBP,2026-04-20,11:34:12 AM,17100001
100,453,10,Laptop MTO- Production-10-Dlfy,100000.00,GBP,2026-04-21,09:06:32 AM,17100001
100,454,10,Laptop MTO- Production-10-Dlfy,90000.00,GBP,2026-04-21,10:44:55 AM,17100001
100,455,10,Laptop MTO- Production-10-Dlfy,80000.00,GBP,2026-04-21,10:52:09 AM,17100001
100,456,10,Laptop MTO- Production-10-Dlfy,70000.00,GBP,2026-04-21,11:00:34 AM,17100001
100,457,10,Laptop MTO- Production-10-Dlfy,60000.00,GBP,2026-04-21,11:05:58 AM,17100001
100,458,10,Laptop MTO- Production-10-Dlfy,210000.00,GBP,2026-04-21,11:23:57 AM,17100001
100,459,10,Laptop MTO- Production-10-Dlfy,410000.00,GBP,2026-04-21,11:26:37 AM,17100001
100,460,10,Laptop MTO- Production-10-Dlfy,310000.00,GBP,2026-04-21,11:28:46 AM,17100001
100,461,10,Laptop MTO- Production-10-Dlfy,90000.00,GBP,2026-04-22,04:58:28 AM,17100001
100,462,10,Laptop MTO- Production-10-Dlfy,100000.00,GBP,2026-04-22,05:55:02 AM,17100001
100,463,10,Laptop MTO- Production-10-Dlfy,80000.00,GBP,2026-04-22,08:37:12 AM,17100001
100,464,10,Laptop MTO- Production-10-Dlfy,70000.00,GBP,2026-04-22,08:49:57 AM,17100001
100,465,10,Laptop MTO- Production-10-Dlfy,60000.00,GBP,2026-04-22,08:55:36 AM,17100001
100,466,10,Laptop MTO- Production-10-Dlfy,210000.00,GBP,2026-04-22,09:06:46 AM,17100001
100,467,10,Laptop MTO- Production-10-Dlfy,110000.00,GBP,2026-04-22,09:12:01 AM,17100001
100,468,10,Laptop MTO- Production-10-Dlfy,320000.00,GBP,2026-04-22,09:14:11 AM,17100001
100,469,10,Laptop MTO- Production-10-Dlfy,200000.00,GBP,2026-04-22,09:17:22 AM,17100001
100,470,10,Laptop MTO- Production-10-Dlfy,90000.00,GBP,2026-04-22,10:52:16 AM,17100001
100,471,10,Laptop MTO- Production-10-Dlfy,70000.00,GBP,2026-04-22,12:04:26 PM,17100001
100,472,10,Laptop MTO- Production-10-Dlfy,50000.00,GBP,2026-04-22,01:05:17 PM,17100001
100,473,10,Laptop MTO- Production-10-Dlfy,70000.00,GBP,2026-04-28,11:05:43 AM,17100001
100,474,10,Laptop MTO- Production-10-Dlfy,50000.00,GBP,2026-04-29,08:48:10 AM,17100001
100,475,10,Laptop MTO- Production-10-Dlfy,50000.00,GBP,2026-04-29,09:17:58 AM,17100001
100,476,10,Laptop MTO- Production-10-Dlfy,70000.00,GBP,2026-05-04,12:15:33 PM,17100001
100,477,10,Laptop MTO- Production-10-Dlfy,80000.00,GBP,2026-05-04,12:17:12 PM,17100001
100,478,10,Laptop MTO- Production-10-Dlfy,90000.00,GBP,2026-05-04,12:18:46 PM,17100001
100,479,10,Laptop MTO- Production-10-Dlfy,100000.00,GBP,2026-05-04,12:19:20 PM,17100001
100,480,10,Laptop MTO- Production-10-Dlfy,110000.00,GBP,2026-05-04,12:20:17 PM,17100001
